"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"08-SEP-2022","GOKEX","Gokaldas Exports Limited","SOCH CAPITAL","SELL","4,05,000","361.73","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","GRAVITON RESEARCH CAPITAL LLP","SELL","1,92,345","470.13","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","GRAVITON RESEARCH CAPITAL LLP","BUY","1,92,345","469.82","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","KAMLESH  PUROHIT","SELL","1,69,601","462.02","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","KAMLESH  PUROHIT","BUY","1,69,601","461.09","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","SUNEET LAL","SELL","2,22,009","468.88","-"
"08-SEP-2022","IGARASHI","Igarashi Motors India Lim","SUNEET LAL","BUY","2,34,209","468.23","-"
"08-SEP-2022","INDIGO","InterGlobe Aviation Ltd","RAKESH GANGWAL","SELL","26,02,000","1,890.75","-"
"08-SEP-2022","INDIGO","InterGlobe Aviation Ltd","RAKESH GANGWAL","SELL","27,98,000","1,886.47","-"
"08-SEP-2022","INDIGO","InterGlobe Aviation Ltd","SHOBHA GANGWAL","SELL","21,65,000","1,895.46","-"
"08-SEP-2022","INDIGO","InterGlobe Aviation Ltd","SHOBHA GANGWAL","SELL","30,22,100","1,901.34","-"
"08-SEP-2022","INDLMETER","IMP Powers Ltd","PURVISH MUKESH SHAH","BUY","62,710","7.95","-"
"08-SEP-2022","INVENTURE","Inventure Gro & Sec Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","41,04,000","3.62","-"
"08-SEP-2022","INVENTURE","Inventure Gro & Sec Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","45,81,000","3.62","-"
"08-SEP-2022","INVENTURE","Inventure Gro & Sec Ltd","TEJAS TRADEFIN LLP","SELL","50,00,000","3.65","-"
"08-SEP-2022","INVENTURE","Inventure Gro & Sec Ltd","TOPGAIN FINANCE PRIVATE LIMITED","BUY","56,77,353","3.61","-"
"08-SEP-2022","INVENTURE","Inventure Gro & Sec Ltd","TOPGAIN FINANCE PRIVATE LIMITED","SELL","59,77,353","3.64","-"
"08-SEP-2022","JALAN","Jalan Transolu. India Ltd","MAHABIR TRADEVENTURES LLP","SELL","1,05,000","10.20","-"
"08-SEP-2022","JETFREIGHT","Jet Freight Logistics Ltd","SANJAY GARG","BUY","1,40,000","21.25","-"
"08-SEP-2022","JETFREIGHT","Jet Freight Logistics Ltd","VIJAY SINGLA","SELL","1,75,815","21.28","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","AMI KALPESH SHAH","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","BHAVESH MAHENDRABHAI SHAH","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","DEEPA DHARMESH SHAH","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","KALPESH JASVANTLAL SHAH","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","PRACHI BHAVESH SHAH","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","SHAH DHARMESH JASWANTLAL","BUY","64,000","70.00","-"
"08-SEP-2022","JFLLIFE","JFL Life Sciences Limited","SHAH REKHABEN MAHENDRA","BUY","64,000","70.00","-"
"08-SEP-2022","KORE","Jay Jalaram Techno Ltd","ATIVEER FINANCE CONSULTANTS LIMITED","BUY","72,000","50.00","-"
"08-SEP-2022","KORE","Jay Jalaram Techno Ltd","SUNIL KUMAR GUPTA","BUY","90,000","52.50","-"
"08-SEP-2022","KORE","Jay Jalaram Techno Ltd","ZYANA STOCKS AND COMMODITIES","BUY","96,000","50.00","-"
"08-SEP-2022","KRITIKA","Kritika Wires Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","6,89,571","39.02","-"
"08-SEP-2022","KRITIKA","Kritika Wires Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","6,89,573","35.64","-"
"08-SEP-2022","LATTEYS","Latteys Industries Ltd","BOSHOBY UTKARSH PATEL","SELL","58,000","75.00","-"
"08-SEP-2022","LATTEYS","Latteys Industries Ltd","DINESHSINGH UMASHANKARSINGH KSHATRIYA","BUY","26,000","75.00","-"
"08-SEP-2022","LATTEYS","Latteys Industries Ltd","RAJESH SHANTILAL SANGHVI","BUY","40,000","75.00","-"
"08-SEP-2022","LOTUSEYE","Lotus Eye Hosp & Inst Ltd",". VRAMATH  FINANCIAL  SERVICES PVT LTD","SELL","4,633","71.35","-"
"08-SEP-2022","LOTUSEYE","Lotus Eye Hosp & Inst Ltd",". VRAMATH  FINANCIAL  SERVICES PVT LTD","BUY","1,06,762","71.99","-"
"08-SEP-2022","MARSHALL","Marshall Machines Ltd","RAJESH KUMAR","SELL","85,000","35.86","-"
"08-SEP-2022","MARSHALL","Marshall Machines Ltd","VINEETA SINGH","SELL","1,00,000","34.01","-"
"08-SEP-2022","MEP","MEP Infra. Developers Ltd","IDEAL TOLL AND INFRASTRUCTURE PRIVATE LIMITED","SELL","10,20,656","17.08","-"
"08-SEP-2022","MHLXMIRU","Mahalaxmi Rubtech Limited","AMAYSHA TEXTILES PRIVATE LIMITED","BUY","75,000","200.43","-"
"08-SEP-2022","MKPL","M K Proteins Limited","7M DEVELOPERS LLP","BUY","50,000","231.50","-"
"08-SEP-2022","MKPL","M K Proteins Limited","MEDANTA REAL ESTATE PRIVATE LIMITED","SELL","40,000","231.00","-"
"08-SEP-2022","MKPL","M K Proteins Limited","NANDINI TRADEX PRIVATE LIMITED","SELL","68,000","231.50","-"
"08-SEP-2022","MKPL","M K Proteins Limited","VAIDIK  GOEL","BUY","24,000","231.50","-"
"08-SEP-2022","MKPL","M K Proteins Limited","VIBHU BANSAL","BUY","32,000","230.88","-"
"08-SEP-2022","PATELENG","Patel Engineering Limited","KIRTAN MANEKLAL RUPARELIYA","BUY","25,25,000","26.90","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","1,58,851","1,221.33","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","1,58,851","1,221.15","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","HRTI PRIVATE LIMITED","BUY","68,777","1,219.90","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","HRTI PRIVATE LIMITED","SELL","90,772","1,221.18","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","XTX MARKETS LLP","BUY","87,923","1,220.93","-"
"08-SEP-2022","RIIL","Reliance Indl Infra Ltd","XTX MARKETS LLP","SELL","88,520","1,220.85","-"
"08-SEP-2022","SCAPDVR","Stampede Capital Limited","GAYI ADI HOLDINGS PRIVATE LIMITED","SELL","8,00,000","10.56","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","SELL","1,50,752","288.36","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","ASHWIN STOCKS AND INVESTMENT PRIVATE LIMITED","BUY","1,50,752","290.22","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","CHETAN RASIKLAL SHAH","BUY","70,058","288.81","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","CHETAN RASIKLAL SHAH","SELL","86,558","288.44","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","BUY","97,988","269.15","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","GRAVITON RESEARCH CAPITAL LLP","SELL","97,988","269.06","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","STOCK VERTEX VENTURES","SELL","53,299","288.41","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","STOCK VERTEX VENTURES","BUY","77,078","290.35","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","XTX MARKETS LLP","SELL","86,362","274.88","-"
"08-SEP-2022","SELAN","Selan Exploration Technol","XTX MARKETS LLP","BUY","90,013","273.58","-"
"08-SEP-2022","TIRUPATIFL","Tirupati Forge Limited","NAKSHATRA GARMENTS PRIVATE LIMITED","BUY","78,744","14.23","-"
"08-SEP-2022","TIRUPATIFL","Tirupati Forge Limited","NAKSHATRA GARMENTS PRIVATE LIMITED","SELL","6,39,683","14.05","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","AMAYSHA TEXTILES PRIVATE LIMITED","BUY","1,00,000","104.85","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","ARHAM SHARE PRIVATE LIMITED","SELL","65,000","104.81","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","ARHAM SHARE PRIVATE LIMITED","BUY","74,000","104.84","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","BINESHBHAI HARILAL VORA (HUF)","SELL","66,239","103.14","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","BINESHBHAI HARILAL VORA (HUF)","BUY","66,239","102.60","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","JANAK NAVINBHAI PANCHAL","BUY","1,19,658","104.53","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","JANAK NAVINBHAI PANCHAL","SELL","1,19,658","104.85","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","SHAH JOLLY  ANKITBHAI","BUY","86,886","103.36","-"
"08-SEP-2022","VAISHALI","Vaishali Pharma Limited","SHAH JOLLY  ANKITBHAI","SELL","86,886","104.03","-"
"08-SEP-2022","VASWANI","Vaswani Ind Ltd","AMIT KUMAR JAIN HUF","SELL","1,32,683","26.75","-"
"08-SEP-2022","VASWANI","Vaswani Ind Ltd","AMIT KUMAR JAIN HUF","BUY","1,82,683","26.74","-"
"08-SEP-2022","VERTOZ","Vertoz Advertising Ltd","MUDUPULAVEMULA SURENDRANADHA REDDY","SELL","84,377","121.30","-"
"08-SEP-2022","VERTOZ","Vertoz Advertising Ltd","MUDUPULAVEMULA SURENDRANADHA REDDY","BUY","84,377","121.08","-"
"08-SEP-2022","VETO","Veto Switchgear Cable Ltd","HARISH DARSHAN SINGH NARWANI","SELL","1,00,000","107.00","-"
"08-SEP-2022","VINYLINDIA","Vinyl Chemicals (India) L","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","1,20,952","653.71","-"
"08-SEP-2022","VINYLINDIA","Vinyl Chemicals (India) L","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,25,952","653.97","-"
"08-SEP-2022","VIVIDHA","Visagar Polytex Ltd","TOPGAIN FINANCE PRIVATE LIMITED","SELL","440","1.60","-"
"08-SEP-2022","VIVIDHA","Visagar Polytex Ltd","TOPGAIN FINANCE PRIVATE LIMITED","BUY","16,50,000","1.54","-"
"08-SEP-2022","VIVIDHA","Visagar Polytex Ltd","TRANSGLOBAL SECURITIES LTD","SELL","2,97,927","1.52","-"
"08-SEP-2022","VIVIDHA","Visagar Polytex Ltd","TRANSGLOBAL SECURITIES LTD","BUY","16,93,797","1.46","-"
"08-SEP-2022","VIVIDHA","Visagar Polytex Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","15,21,136","1.60","-"
"09-SEP-2022","AJOONI","Ajooni Biotech Limited","HARSHA ISHVARBHAI SOLANKI","SELL","69,370","41.11","-"
"09-SEP-2022","AJOONI","Ajooni Biotech Limited","HARSHA ISHVARBHAI SOLANKI","BUY","69,370","41.05","-"
"09-SEP-2022","AJOONI","Ajooni Biotech Limited","SKSE SECURITIES LTD","BUY","25,501","41.30","-"
"09-SEP-2022","AJOONI","Ajooni Biotech Limited","SKSE SECURITIES LTD","SELL","57,501","41.09","-"
"09-SEP-2022","AMJUMBO","A and M Jumbo Bags Ltd","JATINKUMAR DHIRAJLAL JOGANI","SELL","96,000","11.00","-"
"09-SEP-2022","AMJUMBO","A and M Jumbo Bags Ltd","PURAV BHARATBHAI PATEL","BUY","80,000","11.00","-"
"09-SEP-2022","ARIHANTSUP","Arihant Superstruct Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","SELL","2,59,495","247.37","-"
"09-SEP-2022","ARIHANTSUP","Arihant Superstruct Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","BUY","3,54,352","244.49","-"
"09-SEP-2022","ASHAPURMIN","Ashapura Minechem Ltd","ALBULA INVESTMENT FUND LTD","SELL","14,50,000","101.97","-"
"09-SEP-2022","ASHAPURMIN","Ashapura Minechem Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","BUY","5,35,577","103.51","-"
"09-SEP-2022","ASHAPURMIN","Ashapura Minechem Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","SELL","5,35,577","103.81","-"
"09-SEP-2022","BTML","Bodhi Tree Multimedia Ltd","SMART EQUITY BROKERS PVT LTD","SELL","18,000","239.87","-"
"09-SEP-2022","BTML","Bodhi Tree Multimedia Ltd","ZYANA STOCKS AND COMMODITIES","BUY","18,000","241.02","-"
"09-SEP-2022","COFFEEDAY","Coffee Day Enterprise Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","14,37,168","57.70","-"
"09-SEP-2022","COFFEEDAY","Coffee Day Enterprise Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","14,37,168","57.76","-"
"09-SEP-2022","COFFEEDAY","Coffee Day Enterprise Ltd","IDBI TRUSTEESHIP SERVICES LTD","SELL","16,56,200","57.44","-"
"09-SEP-2022","COFFEEDAY","Coffee Day Enterprise Ltd","PARTH INFIN BROKERS PVT LTD","SELL","40,64,997","57.84","-"
"09-SEP-2022","COFFEEDAY","Coffee Day Enterprise Ltd","PARTH INFIN BROKERS PVT LTD","BUY","43,19,997","57.95","-"
"09-SEP-2022","DIL","Debock Industries Limited","SKSE SECURITIES LTD","BUY","1,64,379","35.61","-"
"09-SEP-2022","DIL","Debock Industries Limited","SKSE SECURITIES LTD","SELL","2,07,379","36.00","-"
"09-SEP-2022","EXCEL","Excel Realty N Infra Ltd","KOTAK MAHINDRA BANK LIMITED","SELL","4,77,125","6.98","-"
"09-SEP-2022","FEL","Future Enterprises Ltd","VISTRA ITCL INDIA LIMITED","SELL","32,40,000","1.95","-"
"09-SEP-2022","FELIX","Felix Industries Ltd.","PRAFULLA LAXMAN PAWAR","SELL","36,000","17.05","-"
"09-SEP-2022","GANECOS","Ganesha Ecosphere Limited","ROHAN GUPTA","SELL","1,48,133","635.63","-"
"09-SEP-2022","KORE","Jay Jalaram Techno Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","63,000","55.10","-"
"09-SEP-2022","LATTEYS","Latteys Industries Ltd","BOSHOBY UTKARSH PATEL","SELL","36,000","75.00","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","5,69,430","726.43","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","5,69,430","725.46","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","5,33,617","739.69","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","5,33,617","740.04","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","QE SECURITIES","SELL","3,28,945","734.71","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","QE SECURITIES","BUY","3,32,539","728.66","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","XTX MARKETS LLP","BUY","8,33,025","735.68","-"
"09-SEP-2022","NAZARA","Nazara Technologies Ltd","XTX MARKETS LLP","SELL","8,45,323","736.06","-"
"09-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","1,17,286","1,199.40","-"
"09-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","1,17,286","1,198.35","-"
"09-SEP-2022","SCAPDVR","Stampede Capital Limited","GAYI ADI HOLDINGS PRIVATE LIMITED","SELL","3,00,000","10.91","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","MATALIA STOCK BROKING PRIVATE LIMITED","SELL","63,011","59.02","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","MATALIA STOCK BROKING PRIVATE LIMITED","BUY","63,011","59.16","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","MUDUPULAVEMULA SURENDRANADHA REDDY","SELL","65,211","58.54","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","MUDUPULAVEMULA SURENDRANADHA REDDY","BUY","65,211","58.31","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,67,817","57.99","-"
"09-SEP-2022","TERASOFT","Tera Software Limited","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,67,817","57.94","-"
"09-SEP-2022","TOTAL","Total Transport Sys Ltd","FOUR R INVESTMENTS PRIVATE LIMITED","BUY","75,000","135.97","-"
"09-SEP-2022","VETO","Veto Switchgear Cable Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","SELL","1,68,779","117.00","-"
"09-SEP-2022","VETO","Veto Switchgear Cable Ltd","NAKSHATRA GARMENTS PRIVATE LIMITED","BUY","2,38,779","118.33","-"
"09-SEP-2022","VIVIDHA","Visagar Polytex Ltd","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","15,21,136","1.47","-"
"12-SEP-2022","AKASH","Akash Infra-Projects Ltd","SARVAGAY TEXTILE LLP","SELL","2,00,000","45.25","-"
"12-SEP-2022","AKASH","Akash Infra-Projects Ltd","SUNAYANA INVESTMENT COMPANY LIMITED","BUY","1,00,000","45.25","-"
"12-SEP-2022","ALPSINDUS","Alps Industries Ltd.","KINNARI RAKESH PUJARA","SELL","2,00,023","2.36","-"
"12-SEP-2022","ANTGRAPHIC","Antarctica Graphics Ltd","JEBY JOSEPH","SELL","8,36,264","1.10","-"
"12-SEP-2022","BODALCHEM","Bodal Chemicals Ltd","SAMYAKTVA CONSTRUCTION LLP","SELL","7,00,000","101.02","-"
"12-SEP-2022","BTML","Bodhi Tree Multimedia Ltd","JAGRUTI ATUL SHAH","SELL","19,200","260.26","-"
"12-SEP-2022","BTML","Bodhi Tree Multimedia Ltd","NARINDER BAJAJ","BUY","30,000","260.00","-"
"12-SEP-2022","BTML","Bodhi Tree Multimedia Ltd","ZYANA STOCKS AND COMMODITIES","SELL","25,200","260.90","-"
"12-SEP-2022","CMMIPL","CMM Infraprojects Limited","KISHAN MUNDRA","SELL","2,10,000","11.22","-"
"12-SEP-2022","DIL","Debock Industries Limited","SKSE SECURITIES LTD","SELL","10,76,937","35.25","-"
"12-SEP-2022","DIL","Debock Industries Limited","SKSE SECURITIES LTD","BUY","10,81,477","34.66","-"
"12-SEP-2022","EXCEL","Excel Realty N Infra Ltd","KOTAK MAHINDRA BANK LIMITED","SELL","8,84,021","7.25","-"
"12-SEP-2022","FOCUS","Focus Lightg","PURVI PRABHATCHANDRA JAIN","SELL","52,605","147.58","-"
"12-SEP-2022","GLOBE","Globe Textiles (I) Ltd.","SHRADDHA BHAVIKKUMAR PARIKH","SELL","15,00,000","6.70","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","CHETAN RASIKLAL SHAH","SELL","3,06,913","84.75","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","CHETAN RASIKLAL SHAH","BUY","3,74,533","84.87","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","MANSI SHARES & STOCK ADVISORS PVT LTD","SELL","3,11,124","84.80","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","MANSI SHARES & STOCK ADVISORS PVT LTD","BUY","5,00,065","84.70","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","8,60,699","84.84","-"
"12-SEP-2022","HUBTOWN","Ackruti City Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","12,23,813","84.75","-"
"12-SEP-2022","JALAN","Jalan Transolu. India Ltd","ANIL KUMAR SINGH","BUY","1,80,000","10.12","-"
"12-SEP-2022","JALAN","Jalan Transolu. India Ltd","MANISH JALAN","SELL","1,50,000","10.00","-"
"12-SEP-2022","KEERTI","Keerti Know & Skill Ltd.","BHARATH CHAMPALAL JAIN","BUY","3,34,174","29.88","-"
"12-SEP-2022","KEERTI","Keerti Know & Skill Ltd.","BP EQUITIES PRIVATE LIMITED","BUY","1","32.85","-"
"12-SEP-2022","KEERTI","Keerti Know & Skill Ltd.","BP EQUITIES PRIVATE LIMITED","SELL","2,86,440","29.75","-"
"12-SEP-2022","KEERTI","Keerti Know & Skill Ltd.","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","67,800","29.75","-"
"12-SEP-2022","KEERTI","Keerti Know & Skill Ltd.","UDAY RAMESH SHAH","BUY","63,000","29.75","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","ATIVEER FINANCE CONSULTANTS LIMITED","SELL","72,000","57.85","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","B.W.TRADERS","BUY","90,000","57.85","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","30,000","52.55","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,02,000","57.85","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","PODDAR VIJAY JAIDEO","BUY","1,50,000","57.85","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","VINEY PARKASH AGARWAL","SELL","15,000","56.75","-"
"12-SEP-2022","KORE","Jay Jalaram Techno Ltd","VINEY PARKASH AGARWAL","BUY","75,000","53.19","-"
"12-SEP-2022","MUTHOOTCAP","Muthoot Cap Serv Ltd","BNP PARIBAS ARBITRAGE","BUY","2,45,000","196.00","-"
"12-SEP-2022","MUTHOOTCAP","Muthoot Cap Serv Ltd","ELEVATION  CAPITAL VI FII HOLDINGS LIMITED","SELL","3,58,484","196.47","-"
"12-SEP-2022","NAZARA","Nazara Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","4,11,197","777.14","-"
"12-SEP-2022","NAZARA","Nazara Technologies Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","4,11,197","777.23","-"
"12-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","96,602","1,189.40","-"
"12-SEP-2022","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","96,602","1,190.29","-"
"12-SEP-2022","SELAN","Selan Exploration Technol","XTX MARKETS LLP","BUY","76,409","306.71","-"
"12-SEP-2022","SELAN","Selan Exploration Technol","XTX MARKETS LLP","SELL","76,808","308.83","-"
"12-SEP-2022","SUULD","Suumaya Industries Ltd","L7 HITECH PRIVATE LIMITED","BUY","2,25,000","44.49","-"
"12-SEP-2022","TERASOFT","Tera Software Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","63,909","60.41","-"
"12-SEP-2022","TERASOFT","Tera Software Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","63,909","60.63","-"
"12-SEP-2022","VAISHALI","Vaishali Pharma Limited","AMAYSHA TEXTILES PRIVATE LIMITED","BUY","68,000","100.50","-"
"12-SEP-2022","VERTOZ","Vertoz Advertising Ltd","SW CAPITAL PRIVATE LIMITED","BUY","64,516","126.61","-"
